N-gram,Count
as shining as,1
shining as the,1
as the asphalt,1
the asphalt that,1
asphalt that stretched,1
that stretched before,1
stretched before him,1
before him .,1
was still early,1
still early afternoon,1
"early afternoon ,",1
"afternoon , but",1
there was hardly,1
was hardly a,1
hardly a soul,1
a soul in,1
soul in sight,1
"in sight ,",1
"sight , and",1
", and genero",1
and genero felt,1
genero felt lonely,1
felt lonely and,1
lonely and deserted,1
and deserted .,1
deserted . he,1
. he felt,1
"he felt ,",1
"felt , too",1
"too , as",1
he were the,1
were the only,1
the only human,1
only human being,1
human being in,1
being in the,1
entire city who,1
city who didn,1
who didn t,1
didn t know,1
t know enough,1
know enough to,1
enough to come,1
to come in,1
come in out,1
in out of,1
rain . i,1
going to drown,1
to drown here,1
drown here in,1
the goddamn streets,1
"goddamn streets ,",1
"streets , he",1
"thought , and",1
and he belched,1
he belched sourly,1
"belched sourly ,",1
"sourly , consoling",1
", consoling himself",1
consoling himself with,1
himself with the,1
with the fact,1
that he would,1
would be relieved,1
be relieved on,1
relieved on post,1
on post at,1
post at .,1
at . it,1
it would take,1
would take him,1
take him about,1
him about five,1
about five minutes,1
five minutes to,1
minutes to get,1
to get back,1
get back to,1
station house and,1
house and no,1
and no more,1
no more than,1
more than ten,1
than ten minutes,1
ten minutes to,1
minutes to change,1
to change into,1
change into his,1
into his street,1
his street clothes,1
street clothes .,1
clothes . figure,1
. figure a,1
figure a half,1
half hour on,1
hour on the,1
on the subway,1
the subway to,1
subway to riverhead,1
"to riverhead ,",1
"riverhead , and",1
and he would,1
would be home,1
be home at,1
home at .,1
at . he,1
. he wouldn,1
he wouldn t,1
wouldn t have,1
have to pick,1
to pick up,1
pick up gilda,1
up gilda until,1
"gilda until ,",1
"until , so",1
so that gave,1
that gave him,1
gave him time,1
him time for,1
time for a,1
for a little,1
a little nap,1
little nap before,1
nap before dinner,1
before dinner .,1
dinner . thinking,1
. thinking of,1
thinking of the,1
of the nap,1
"the nap ,",1
"nap , genero",1
", genero yawned",1
"genero yawned ,",1
"yawned , tilting",1
", tilting his",1
tilting his head,1
head . a,1
. a drop,1
a drop of,1
drop of cold,1
of cold water,1
cold water ran,1
water ran down,1
ran down his,1
down his neck,1
"his neck ,",1
"neck , and",1
and he said,1
", oh hell",1
oh hell !,1
hell ! out,1
! out loud,1
"out loud ,",1
"loud , and",1
and then hurriedly,1
then hurriedly glanced,1
hurriedly glanced around,1
glanced around him,1
around him to,1
him to make,1
to make sure,1
make sure he,1
sure he hadn,1
he hadn t,1
hadn t been,1
t been overheard,1
been overheard by,1
overheard by any,1
by any conscientious,1
any conscientious citizen,1
conscientious citizen of,1
citizen of the,1
of the city,1
the city .,1
city . satisfied,1
. satisfied that,1
satisfied that the,1
that the image,1
the image of,1
image of the,1
of the pure,1
the pure american,1
pure american law,1
american law enforcer,1
law enforcer had,1
enforcer had not,1
not been destroyed,1
"been destroyed ,",1
"destroyed , genero",1
", genero began",1
genero began walking,1
began walking up,1
walking up the,1
up the street,1
"the street ,",1
"street , his",1
", his rubber",1
his rubber encased,1
rubber encased shoes,1
encased shoes sloshing,1
shoes sloshing water,1
sloshing water every,1
water every inch,1
every inch of,1
inch of the,1
of the way,1
the way .,1
way . rain,1
". rain ,",1
"rain , rain",1
", rain ,",1
"rain , go",1
", go away",1
"go away ,",1
"away , he",1
thought . oddly,1
". oddly ,",1
"oddly , the",1
the rain persisted,1
rain persisted .,1
persisted . well,1
"well , rain",1
", rain isn",1
rain isn t,1
isn t so,1
it s better,1
s better than,1
better than snow,1
"than snow ,",1
"snow , anyway",1
anyway . the,1
. the thought,1
the thought made,1
thought made him,1
made him shudder,1
him shudder a,1
shudder a little,1
"little , partially",1
", partially because",1
partially because the,1
because the very,1
the very thought,1
very thought of,1
thought of snow,1
of snow was,1
snow was a,1
was a chilling,1
a chilling one,1
"chilling one ,",1
"one , and",1
", and partially",1
and partially because,1
partially because he,1
because he could,1
he could never,1
could never think,1
never think of,1
think of snow,1
of snow or,1
snow or winter,1
or winter without,1
winter without forming,1
without forming an,1
forming an immediate,1
an immediate association,1
immediate association with,1
association with the,1
with the boy,1
the boy he,1
boy he had,1
found in the,1
the basement so,1
basement so long,1
so long ago,1
long ago .,1
ago . now,1
. now cut,1
now cut that,1
cut that out,1
"that out ,",1
"out , he",1
it s bad,1
s bad enough,1
bad enough it,1
enough it s,1
it s raining,1
s raining .,1
raining . we,1
. we don,1
have to start,1
to start thinking,1
start thinking of,1
thinking of creepy,1
of creepy cadavers,1
creepy cadavers .,1
cadavers . the,1
boy s face,1
s face had,1
face had been,1
had been blue,1
"been blue ,",1
"blue , really",1
", really blue",1
"really blue ,",1
"blue , and",1
and he d,1
he d been,1
d been leaning,1
been leaning forward,1
leaning forward on,1
forward on the,1
on the cot,1
"the cot ,",1
"cot , and",1
", and it",1
and it had,1
it had taken,1
had taken genero,1
taken genero several,1
genero several moments,1
several moments to,1
moments to realize,1
to realize that,1
realize that a,1
that a rope,1
a rope was,1
rope was around,1
was around the,1
around the boy,1
boy s neck,1
s neck and,1
neck and that,1
and that the,1
that the boy,1
boy was dead,1
dead . listen,1
"listen , let",1
let s not,1
s not even,1
not even think,1
even think about,1
it . it,1
. it makes,1
it makes me,1
itchy . well,1
"well , listen",1
", listen ,",1
"listen , you",1
re a cop,1
"cop , he",1
", he reminded",1
he reminded himself,1
reminded himself .,1
himself . what,1
you think cops,1
think cops do,1
cops do ?,1
do ? turn,1
? turn off,1
turn off fire,1
off fire hydrants,1
fire hydrants all,1
hydrants all the,1
the time ?,1
time ? break,1
? break up,1
break up stickball,1
up stickball games,1
stickball games ?,1
games ? i,1
"mean , now",1
", now let",1
now let s,1
"face it ,",1
"it , every",1
", every now",1
and then a,1
then a cop,1
cop has got,1
has got to,1
got to find,1
find a stiff,1
a stiff .,1
stiff . listen,1
"listen , this",1
", this makes",1
this makes me,1
itchy . i,1
"mean , that",1
s what you,1
what you get,1
you get paid,1
get paid for,1
"paid for ,",1
"for , man",1
", man .",1
man . i,1
"mean , let",1
face it .,1
it . a,1
. a cop,1
cop has every,1
has every now,1
and then got,1
then got to,1
got to come,1
to come up,1
come up against,1
up against a,1
against a little,1
a little violence,1
little violence .,1
violence . and,1
. and besides,1
"and besides ,",1
"besides , that",1
", that kid",1
that kid was,1
kid was a,1
was a long,1
long time ago,1
"time ago ,",1
"ago , all",1
", all water",1
all water under,1
water under the,1
under the .,1
the . .,1
. . water,1
. water .,1
water . jesus,1
"jesus , ain",1
", ain t",1
ain t it,1
t it never,1
it never going,1
never going to,1
going to stop,1
to stop raining,1
stop raining ?,1
raining ? i,1
i m getting,1
m getting out,1
getting out of,1
out of this,1
of this rain,1
"this rain ,",1
m going over,1
going over to,1
over to max,1
to max s,1
max s tailor,1
s tailor shop,1
tailor shop and,1
shop and maybe,1
and maybe i,1
maybe i can,1
i can get,1
can get him,1
get him to,1
him to take,1
to take out,1
take out some,1
out some of,1
some of that,1
of that sweet,1
that sweet passover,1
sweet passover wine,1
"passover wine ,",1
"wine , and",1
we ll drink,1
ll drink a,1
drink a toast,1
a toast to,1
toast to bermuda,1
to bermuda .,1
bermuda . man,1
"man , i",1
i was in,1
was in bermuda,1
in bermuda .,1
bermuda . he,1
. he walked,1
he walked down,1
walked down the,1
down the street,1
the street and,1
street and opened,1
and opened the,1
opened the door,1
the door to,1
door to the,1
to the tailor,1
the tailor shop,1
shop . a,1
. a bell,1
a bell tinkled,1
bell tinkled .,1
tinkled . the,1
the shop smelled,1
shop smelled of,1
smelled of steam,1
of steam and,1
steam and clean,1
and clean garments,1
clean garments .,1
garments . genero,1
. genero felt,1
genero felt better,1
felt better the,1
better the moment,1
moment he stepped,1
he stepped inside,1
stepped inside .,1
inside . hello,1
"hello , max",1
"max , he",1
said . max,1
max was a,1
was a round,1
a round faced,1
round faced man,1
faced man with,1
with a fringe,1
a fringe of,1
fringe of white,1
of white hair,1
white hair that,1
hair that clung,1
that clung to,1
clung to his,1
to his balding,1
his balding pate,1
balding pate like,1
pate like a,1
like a halo,1
a halo .,1
halo . he,1
he looked up,1
from his sewing,1
his sewing machine,1
sewing machine and,1
machine and said,1
wine . who,1
. who wants,1
? genero answered,1
"genero answered ,",1
"answered , grinning",1
", grinning a",1
grinning a bit,1
a bit sheepishly,1
bit sheepishly .,1
sheepishly . would,1
would you kick,1
you kick me,1
kick me out,1
me out of,1
out of your,1
of your shop,1
your shop on,1
shop on a,1
on a miserable,1
a miserable day,1
miserable day like,1
like this ?,1
this ? on,1
? on any,1
on any day,1
"any day ,",1
"day , miserable",1
", miserable or",1
miserable or otherwise,1
"or otherwise ,",1
"otherwise , i",1
", i wouldn",1
wouldn t kick,1
t kick you,1
kick you out,1
you out mine,1
out mine shop,1
"mine shop ,",1
"shop , max",1
"said , so",1
", so don",1
so don t,1
don t make,1
t make wisecracks,1
make wisecracks .,1
wisecracks . but,1
but i warn,1
i warn you,1
"warn you ,",1
"you , already",1
", already ,",1
"already , even",1
", even before",1
even before you,1
before you begin,1
"you begin ,",1
"begin , i",1
wine . so,1
. so who,1
so who wants,1
? genero said,1
. he moved,1
he moved closer,1
moved closer to,1
closer to the,1
to the radiator,1
the radiator and,1
radiator and pulled,1
and pulled off,1
pulled off his,1
off his gloves,1
gloves . what,1
. what are,1
what are you,1
are you doing,1
"you doing ,",1
"doing , max",1
max ? what,1
what does it,1
does it look,1
it look like,1
look like i,1
like i m,1
i m doing,1
m doing ?,1
doing ? i,1
i m making,1
m making a,1
making a plan,1
a plan for,1
plan for the,1
for the white,1
the white house,1
white house .,1
house . i,1
going to blow,1
to blow it,1
blow it up,1
it up .,1
up . what,1
. what else,1
what else would,1
else would i,1
would i be,1
i be doing,1
be doing on,1
doing on a,1
on a sewing,1
a sewing machine,1
sewing machine ?,1
machine ? i,1
s that thing,1
that thing you,1
thing you re,1
you re working,1
re working on,1
